UPE | 
07/27/2025 02:29:27 PM
,Intel® Xeon® 6530P Processor  (144M Cache- 2.30 GHz)

Essentials
Product Collection,Intel® Xeon® 6 processors
Code Name,Products formerly Granite Rapids
Vertical Segment,Server
Processor Number,6530P
Lithography,Intel 3
Recommended Customer Price,$2234.00

CPU Specifications
Total Cores,32
Total Threads,64
Max Turbo Frequency,4.1 GHz
All Core Turbo Frequency,3.7 GHz
Processor Base Frequency,2.3 GHz
Cache,144 MB
Intel® UPI Speed,24 GT/s
Max # of UPI Links,4
TDP,225 W

Intel® Speed Select Technology - Performance Profile (Intel® SST-PP)
,ConfigActive CoresBase FrequencyTDPDescription6530P(0)322.3225Server Mode6530P(1)322.8225Compute Mode

Supplemental Information
Marketing Status,Launched
Launch Date,Q1'25
Embedded Options Available,Yes

Memory Specifications
Max Memory Size (dependent on memory type),4 TB
Memory Types,DDR5(6400MT/s)
Maximum Memory Speed,6400 MT/s
Max # of Memory Channels,8
ECC Memory Supported   ‡,Yes

Expansion Options
Scalability,2S
PCI Express Revision,5.0
Max # of PCI Express Lanes,88

Package Specifications
Sockets Supported,FCLGA4710
Package Carrier,E2B
DTS Max,96 °C
TCASE,81 °C
Package Size,77.5mm x 56.5mm

Advanced Technologies
Intel® QuickAssist Technology (QAT),2 default devices
Intel® Dynamic Load Balancer (DLB),2 default devices
Intel® Data Streaming Accelerator (DSA),2 default devices
Intel® In-memory Analytics Accelerator (IAA),2 default devices
Intel® Advanced Matrix Extensions (AMX),Yes
Intel® Speed Select Technology – Core Power,Yes
Intel® Speed Select Technology – Turbo Frequency,Yes
Intel® Deep Learning Boost (Intel® DL Boost) on CPU,Yes
Intel® Speed Select Technology - Performance Profile,Yes
Intel® Speed Select Technology - Base Frequency,Yes
High Priority Cores,12
High Priority Core Frequency,2.4 GHz
Low Priority Cores,20
Low Priority Core Frequency,2.2 GHz
Intel® Resource Director Technology (Intel® RDT),Yes
Intel® Speed Shift Technology,Yes
Intel® Turbo Boost Technology ‡,2.0
Intel® Hyper-Threading Technology ‡,Yes
Intel® Transactional Synchronization Extensions,Yes
Intel® 64 ‡,Yes
Instruction Set Extensions,Intel® SSE4.2 |  Intel® AVX |  Intel® AVX2 |  Intel® AVX-512 |  Intel® AMX
# of AVX-512 FMA Units,2
Intel® Volume Management Device (VMD),Yes

Security & Reliability
Intel® Trust Domain Extensions (Intel® TDX),Yes
Intel® Secure Key,Yes
Intel® Crypto Acceleration,Yes
Intel® QuickAssist Software Acceleration,Yes
Intel® Platform Firmware Resilience Support,Yes
Intel® Control-Flow Enforcement Technology,Yes
Intel® Total Memory Encryption - Multi Key,Yes
Intel® Total Memory Encryption,Yes
Intel® AES New Instructions,Yes
Intel® Secure Key,Yes
Intel® Software Guard Extensions (Intel® SGX),Yes
Default Maximum Enclave Page Cache (EPC) Size for Intel® SGX,128 GB
Intel® OS Guard,Yes
Intel® Trusted Execution Technology ‡,Yes
Execute Disable Bit ‡,Yes
Intel® Boot Guard,Yes
Intel® Run Sure Technology,Yes
Mode-based Execute Control (MBEC),Yes
Intel® Virtualization Technology (VT-x) ‡,Yes
Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Yes
Intel® VT-x with Extended Page Tables (EPT) ‡,Yes
