UPE | 
07/27/2025 02:29:19 PM
,Intel® Xeon® 6315P Processor (12M Cache- 2.80 GHz)

Essentials
Product Collection,Intel® Xeon® 6 processors
Code Name,Products formerly Raptor Lake
Vertical Segment,Server
Processor Number,6315P
Lithography,Intel 7
Recommended Customer Price,$213.00

CPU Specifications
Total Cores,4
# of Performance-cores,4
Total Threads,4
Max Turbo Frequency,5.2 GHz
Intel® Turbo Boost Max Technology 3.0 Frequency ‡,4.5 GHz
Intel® Turbo Boost Technology 2.0 Frequency‡,4.7 GHz
Processor Base Frequency,2.8 GHz
Cache,12 MB
Bus Speed,16 GT/s
TDP,55 W

Supplemental Information
Marketing Status,Launched
Launch Date,Q1'25
Servicing Status,Baseline Servicing
Embedded Options Available,No
Use Conditions,Server/Enterprise

Memory Specifications
Max Memory Size (dependent on memory type),128 GB
Memory Types,DDR5-4800
Maximum Memory Speed,4800 MT/s
Max # of Memory Channels,2
Intel® Optane™ Persistent Memory Supported,No
ECC Memory Supported   ‡,Yes

Expansion Options
Max # of DMI Lanes,8
Scalability,1S Only
PCI Express Revision,5.0
Microprocessor PCIe Revision,Gen 5
PCI Express Configurations ‡,Up to 1x16+1x4 |  2x8+1x4
Max # of PCI Express Lanes,20

Package Specifications
Sockets Supported,FCLGA1700
Max CPU Configuration,1
TJUNCTION,100°C

Advanced Technologies
Intel® Turbo Boost Max Technology 3.0 ‡,No
Intel® Turbo Boost Technology ‡,2.0
Intel® Hyper-Threading Technology ‡,No
Intel® Transactional Synchronization Extensions,No
Intel® 64 ‡,Yes
Instruction Set,64-bit
Instruction Set Extensions,Intel® SSE4.1 |  Intel® SSE4.2 |  Intel® AVX2
Idle States,Yes
Enhanced Intel SpeedStep® Technology,Yes
Thermal Monitoring Technologies,Yes

Security & Reliability
Intel® Secure Key,Yes
Intel® Total Memory Encryption - Multi Key,Yes
Intel® Total Memory Encryption,Yes
Intel® AES New Instructions,Yes
Intel® Secure Key,Yes
Intel® OS Guard,Yes
Intel® Trusted Execution Technology ‡,Yes
Execute Disable Bit ‡,Yes
Intel® Boot Guard,Yes
Mode-based Execute Control (MBEC),Yes
Intel® Virtualization Technology with Redirect Protection (VT-rp) ‡,Yes
Intel® Virtualization Technology (VT-x) ‡,Yes
Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Yes
Intel® VT-x with Extended Page Tables (EPT) ‡,Yes
